record_id,reporting_date,programme_name,sector,state,lga,community,achievement_rate,risk_label,predicted_risk,probability_high,probability_low,probability_medium,risk_prediction_correct
ES-000346,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 5,0.774,Low,Low,1.043442565967652e-13,0.9999594977728574,4.0502227038312724e-05,True
ES-004666,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 2,0.8056,Low,Low,7.169876887223304e-21,0.9999999961152237,3.884776256896927e-09,True
ES-003866,2026-02-01,Education Access Project,Education,Borno,Bama,Bama Site 1,0.6873,Medium,Medium,1.6257860468760975e-05,0.052660105426542494,0.9473236367129888,True
ES-003066,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 6,0.6395,High,High,0.8590603887478031,1.0569814217160067e-11,0.14093961124162702,True
ES-006298,2026-02-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 5,0.7157,Medium,Medium,1.1517129321812653e-05,0.035007892749621655,0.9649805901210566,True
ES-003450,2026-02-01,Education Access Project,Education,Borno,Jere,Jere Site 6,0.8558,Low,Low,9.316616717025725e-27,0.9999999999995988,4.011308662652369e-13,True
ES-004634,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 1,0.6856,Medium,Medium,3.4829988003583303e-06,0.179540422695104,0.8204560943060957,True
ES-004538,2026-02-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 4,0.7538,Low,Low,1.5781272628131989e-19,0.9999999837723972,1.622760273205861e-08,True
ES-003930,2026-02-01,Education Access Project,Education,Borno,Bama,Bama Site 3,0.6507,Medium,Medium,0.007672327963540045,1.6248113253630413e-05,0.9923114239232064,True
ES-001914,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 6,0.7744,Low,Low,3.236111973330765e-15,0.999996209539699,3.7904602976744845e-06,True
ES-006330,2026-02-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 6,0.7848,Low,Low,7.253698116837014e-14,0.9999336455050607,6.635449486655246e-05,True
ES-005466,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 3,0.7348,Low,Low,1.2816233928296886e-06,0.5589925895706689,0.4410061288059383,True
ES-001946,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 1,0.786,Low,Low,1.3354680728934988e-12,0.9996429188630559,0.0003570811356084706,True
ES-007034,2026-02-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 4,0.7249,Low,Low,2.285659454336008e-09,0.9889487956154712,0.011051202098869272,True
ES-007098,2026-02-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 6,0.7281,Medium,Medium,0.0012971975917189006,3.816559812128291e-05,0.9986646368101597,True
ES-005498,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 4,0.7469,Low,Low,2.1341372393186343e-08,0.9587896688501321,0.04121030980849553,True
ES-005050,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 2,0.7763,Medium,Medium,1.5094020850794632e-05,0.002260154466193378,0.9977247515129558,True
ES-003290,2026-02-01,Education Access Project,Education,Borno,Jere,Jere Site 1,0.7766,Low,Low,2.095293450846296e-18,0.999999933731377,6.626862314730905e-08,True
ES-004602,2026-02-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 6,0.6385,Medium,Medium,0.00018150408633546867,0.0009892369298447683,0.9988292589838197,True
ES-000922,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,0.7663,Medium,Medium,1.0464244297439405e-05,0.030122953994727083,0.9698665817609754,True
ES-000282,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 3,0.7066,High,Medium,0.3730188616340671,4.541396020514789e-10,0.6269811379117932,False
ES-006170,2026-02-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 1,0.7655,Low,Low,8.144018869941771e-07,0.523389643076979,0.47660954252113397,True
ES-007290,2026-02-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 6,0.5243,High,High,0.9393504952928303,1.7226411419208069e-12,0.060649504705446985,True
ES-001978,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 2,0.6751,Medium,Medium,0.0002406188219155762,0.0004147569648704817,0.999344624213214,True
ES-007066,2026-02-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 5,0.7655,Low,Low,1.1947215336764065e-07,0.7803724542855006,0.21962742624234613,True
ES-002010,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 3,0.7317,Low,Low,6.14641983860868e-08,0.7018992233902546,0.29810071514554703,True
ES-000314,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 4,0.8247,Low,Low,1.0892385515966784e-16,0.9999988730249914,1.1269750087374112e-06,True
ES-007386,2026-02-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 3,0.7727,Low,Low,2.1366594050315988e-10,0.9968833260602799,0.003116673726054353,True
ES-003322,2026-02-01,Education Access Project,Education,Borno,Jere,Jere Site 2,0.724,Medium,Medium,7.413208697662972e-07,0.44991224631864274,0.5500870123604875,True
ES-007322,2026-02-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 1,0.7426,Medium,Medium,3.6779133864944e-05,0.02594056748842585,0.9740226533777091,True
ES-003898,2026-02-01,Education Access Project,Education,Borno,Bama,Bama Site 2,0.641,Medium,Medium,0.00042755485452385236,0.0008106863575256684,0.9987617587879504,True
ES-002106,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 6,0.7621,Low,Low,2.04569237237803e-09,0.9853022839144936,0.014697714039814073,True
ES-003386,2026-02-01,Education Access Project,Education,Borno,Jere,Jere Site 4,0.8256,Low,Low,4.467883401608187e-11,0.9960508633756273,0.003949136579693989,True
ES-001818,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 3,0.7279,Medium,Medium,0.00026723067808071026,7.988207764461873e-05,0.9996528872442746,True
ES-003962,2026-02-01,Education Access Project,Education,Borno,Bama,Bama Site 4,0.6507,Medium,Medium,0.00484811786059645,2.9238551076503678e-05,0.9951226435883269,True
ES-007002,2026-02-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 3,0.6984,Low,Low,1.1984516473752356e-08,0.9732962107301173,0.026703777285366354,True
ES-007226,2026-02-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 4,0.7129,Medium,Medium,2.776528910067158e-05,0.03386169274830345,0.9661105419625959,True
ES-005530,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Bama,Bama Site 5,0.8022,Low,Low,4.687964152604594e-18,0.9999998837942263,1.1620577361962353e-07,True
ES-002042,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 4,0.7523,Low,Low,6.236061609683038e-11,0.9980080375579077,0.0019919623797315946,True
ES-007354,2026-02-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 2,0.6801,Medium,Medium,6.149763395515455e-05,0.061597376184307745,0.938341126181737,True
ES-005370,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 6,0.6596,Medium,Medium,0.1058847670567708,3.0945002276327233e-07,0.8941149234932064,True
ES-001850,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 4,0.6965,Medium,Medium,0.00012491634954920933,0.00040610422084044707,0.9994689794296104,True
ES-003354,2026-02-01,Education Access Project,Education,Borno,Jere,Jere Site 3,0.6784,Medium,Medium,0.00020190891050762285,0.00010179837973668839,0.9996962927097557,True
ES-002074,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 5,0.6618,Medium,Medium,5.998351368080271e-06,0.12435633080974831,0.8756376708388836,True
ES-000250,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 2,0.7716,Low,Low,5.310385974994048e-10,0.9904285643236428,0.009571435145318774,True
ES-004570,2026-02-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 5,0.6575,Medium,Medium,0.0029165502948950194,4.911913871339304e-06,0.9970785377912337,True
ES-001882,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 5,0.8246,Low,Low,8.500328519738506e-19,0.9999999252525307,7.47474692391053e-08,True
ES-000634,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 2,0.7808,Low,Low,9.489320014770376e-11,0.996299861745193,0.003700138159913811,True
ES-004890,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 3,0.8082,Medium,Medium,1.4905080678949474e-06,0.11764372265407813,0.882354786837854,True
ES-001786,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 2,0.7064,Low,Low,4.226457318735486e-10,0.9918381616930906,0.008161837884263709,True
ES-002554,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 2,0.8628,Low,Low,7.072855174142549e-25,0.9999999999885587,1.1441249624364158e-11,True
ES-006650,2026-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 4,0.7917,Low,Low,2.212414875572554e-09,0.9838896362106001,0.016110361576985123,True
ES-004154,2026-02-01,Education Access Project,Education,Borno,Ngala,Ngala Site 4,0.5472,High,High,0.9431218902605469,1.031778207840346e-11,0.05687810972913521,True
ES-005178,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 6,0.6151,High,High,0.7468845193315616,1.2737020462447864e-10,0.25311548054106814,True
ES-003802,2026-02-01,Education Access Project,Education,Borno,Mafa,Mafa Site 5,0.7733,Low,Low,5.3364215933031e-21,0.9999999990071642,9.928358274504504e-10,True
ES-006042,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 3,0.7859,Low,Low,6.160478705129518e-20,0.9999999887942984,1.1205701519866652e-08,True
ES-004186,2026-02-01,Education Access Project,Education,Borno,Ngala,Ngala Site 5,0.6274,Medium,Medium,1.1939225682307e-05,0.09639807097232937,0.9035899898019883,True
ES-006458,2026-02-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 4,0.8266,Low,Low,4.0298026282619015e-22,0.999999999239058,7.609419625307503e-10,True
ES-006266,2026-02-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 4,0.6956,Medium,Medium,0.0006868779029917664,0.00014425495608008375,0.9991688671409281,True
ES-003770,2026-02-01,Education Access Project,Education,Borno,Mafa,Mafa Site 4,0.7306,Low,Low,1.0320364549847614e-09,0.9866484107450466,0.01335158822291689,True
ES-006778,2026-02-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 2,0.7109,Low,Low,7.555249046867082e-17,0.9999995711816179,4.288183820789439e-07,True
ES-004218,2026-02-01,Education Access Project,Education,Borno,Ngala,Ngala Site 6,0.5948,High,High,0.6582473842626976,3.964494968326647e-11,0.34175261569765747,True
ES-001338,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 6,0.9033,Low,Low,8.903160701826091e-26,0.9999999999968225,3.177418318933677e-12,True
ES-006010,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 2,0.7555,Low,Low,2.4314359620758173e-11,0.9993392795456031,0.0006607204300824714,True
ES-006618,2026-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,0.6669,Low,Low,2.098325480600965e-06,0.5228448529620083,0.4771530487125111,True
ES-006426,2026-02-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 3,0.795,Low,Low,5.107645924122307e-25,0.9999999999870184,1.2981715342818794e-11,True
ES-001050,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 3,0.9888,Low,Low,6.65535106799365e-46,1.0,3.8915323612098905e-24,True
ES-002330,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 1,0.5885,High,High,0.7239089380404451,3.606334738128673e-10,0.27609106159892133,True
ES-003738,2026-02-01,Education Access Project,Education,Borno,Mafa,Mafa Site 3,0.3054,High,High,0.9999999975984644,3.4744199667756773e-29,2.401535579639169e-09,True
ES-005210,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 1,0.7425,Low,Low,6.412551686068256e-09,0.9697648682094291,0.03023512537801918,True
ES-002362,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 2,0.7509,Medium,Medium,0.00013607575601015326,0.002989959901390386,0.9968739643425993,True
ES-006394,2026-02-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 2,0.7534,Low,Low,8.499872180023906e-17,0.9999994368358048,5.631641952383267e-07,True
ES-000954,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,0.7536,Low,Low,3.3284420543393245e-09,0.9816399540031975,0.01836004266836051,True
ES-002394,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 3,0.6953,Medium,Medium,6.621295922906705e-05,0.012375213127043016,0.987558573913728,True
ES-001370,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 1,0.6237,Medium,Medium,0.2450511958069205,4.804530769685667e-08,0.7549487561477718,True
ES-006810,2026-02-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 3,0.7088,Medium,Medium,0.0009006466975715273,7.489897743731022e-05,0.9990244543249911,True
ES-003706,2026-02-01,Education Access Project,Education,Borno,Mafa,Mafa Site 2,0.6622,Medium,Medium,0.03649165435675203,9.945742589127286e-08,0.963508246185822,True
ES-006490,2026-02-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 5,0.6934,Medium,Medium,0.00042395304115791754,0.00017215059953111674,0.999403896359311,True
ES-004122,2026-02-01,Education Access Project,Education,Borno,Ngala,Ngala Site 3,0.742,Low,Low,3.931373413707859e-14,0.9999757401600675,2.4259839893056423e-05,True
ES-000986,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,0.8628,Low,Low,3.392333784241595e-24,0.9999999999850833,1.4916784708300806e-11,True
ES-001242,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 3,0.6799,Medium,Medium,0.0037250770214220857,4.655531012645697e-05,0.9962283676684515,True
ES-006586,2026-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,0.6873,Medium,Medium,0.0008630779239040346,0.0001122023741302333,0.9990247197019658,True
ES-003162,2026-02-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 3,0.7626,Low,Low,3.037834967684879e-13,0.9999228453406219,7.715465907421445e-05,True
ES-003194,2026-02-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 4,0.7195,Low,Low,4.83286265331401e-10,0.9919191538308161,0.008080845685897653,True
ES-006106,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 5,0.6782,Medium,Medium,0.0022725971205997237,5.249147409060572e-06,0.9977221537319911,True
ES-006138,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 6,0.7343,Low,Low,1.7566345489950525e-13,0.9999163341528745,8.366584694976406e-05,True
ES-003226,2026-02-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 5,0.6598,High,High,0.8448285874354836,8.494550394619889e-12,0.15517141255602188,True
ES-003130,2026-02-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 2,0.6917,Medium,Medium,7.558570449751294e-06,0.0258790924787435,0.9741133489508068,True
ES-000090,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 3,0.7815,Low,Low,2.1811899068003798e-16,0.9999990808309833,9.191690165150739e-07,True
ES-006554,2026-02-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 1,0.7668,Low,Low,6.4501694366395034e-12,0.999263260442462,0.0007367395510877978,True
ES-005146,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 5,0.8422,Low,Low,3.801225616436561e-21,0.9999999975487319,2.451268127188327e-09,True
ES-003258,2026-02-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 6,0.8039,Low,Low,6.284410280869254e-26,0.9999999999968199,3.1800279800660476e-12,True
ES-003098,2026-02-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 1,0.6461,High,High,0.9902210174587852,5.144574684403174e-14,0.009778982541163389,True
ES-006074,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 4,0.6297,Medium,Medium,0.3086656230211325,1.6446746334757296e-09,0.691334375334193,True
ES-001274,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 4,0.6724,Medium,Medium,2.3223878058885703e-05,0.001993514546669542,0.9979832615752715,True
ES-004058,2026-02-01,Education Access Project,Education,Borno,Ngala,Ngala Site 1,0.6429,Medium,High,0.7552123937999742,9.683227118730032e-10,0.24478760523170315,False
ES-006522,2026-02-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,0.8225,Low,Low,1.0345716465390893e-17,0.9999998715771036,1.284228964787086e-07,True
ES-000762,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 6,0.6571,Medium,Medium,0.12500621777776552,2.7718028159188234e-07,0.8749935050419528,True
ES-004090,2026-02-01,Education Access Project,Education,Borno,Ngala,Ngala Site 2,0.6475,Medium,Medium,0.0002815948389975181,0.0012345969385715006,0.998483808222431,True
ES-003834,2026-02-01,Education Access Project,Education,Borno,Mafa,Mafa Site 6,0.7778,Low,Low,7.805027968169364e-17,0.9999996407817628,3.5921823708091035e-07,True
ES-004986,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 6,0.6877,Medium,Medium,0.2299027744187442,6.7125660311738715e-09,0.7700972188686898,True
ES-001018,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,0.7459,Low,Low,2.9453170512080317e-10,0.9942752397386084,0.005724759966859965,True
ES-001306,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 5,0.6,Medium,Medium,0.0012729009064047021,0.0008163229372747316,0.9979107761563205,True
ES-007482,2026-02-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 6,0.6687,Low,Low,1.8717025993420986e-06,0.552154124563839,0.44784400373356165,True
ES-000730,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 5,0.7571,Medium,Medium,5.317097392842624e-06,0.19386287420034246,0.8061318087022646,True
ES-006362,2026-02-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 1,0.7947,Low,Low,5.5632572399315e-19,0.9999999862964242,1.3703575942473156e-08,True
ES-005274,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 3,0.7326,Low,Low,1.4713285276797868e-16,0.9999990786716881,9.213283116551375e-07,True
ES-007578,2026-02-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 3,0.6957,Medium,Medium,0.03374724283916722,1.5982943805354346e-07,0.9662525973313947,True
ES-002810,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 4,0.7349,Low,Low,5.206864206912243e-18,0.9999997135935353,2.8640646465306364e-07,True
ES-003578,2026-02-01,Education Access Project,Education,Borno,Konduga,Konduga Site 4,0.6155,Medium,Medium,0.008136060833135884,1.773834133643504e-05,0.9918462008255275,True
ES-006746,2026-02-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 1,0.7347,Low,Low,5.1004214375786065e-09,0.9803402399789879,0.019659754920590734,True
ES-000122,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 4,0.8777,Low,Low,5.027046414384899e-16,0.999996732582349,3.267417650454325e-06,True
ES-005882,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 4,0.8116,Low,Low,8.01868698605411e-20,0.9999999806660581,1.933394178842715e-08,True
ES-001466,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 4,0.7774,Low,Low,4.7749427524830905e-20,0.9999999906673466,9.332653519929215e-09,True
ES-002842,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 5,0.742,Low,Low,8.123417453147755e-08,0.9080219517943722,0.09197796697145316,True
ES-007546,2026-02-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 2,0.7201,Low,Low,4.3435587039369966e-09,0.9935328981472048,0.006467097509236463,True
ES-000186,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,0.692,Medium,Medium,2.1951331693281017e-05,0.00572949722995502,0.9942485514383518,True
ES-001146,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 6,0.7184,Medium,Medium,0.0007856813585453792,9.180156872301457e-06,0.9992051384845824,True
ES-002874,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Dikwa,Dikwa Site 6,0.6712,Low,Low,3.267974889737551e-07,0.7269726713920912,0.27302700181041983,True
ES-003546,2026-02-01,Education Access Project,Education,Borno,Konduga,Konduga Site 3,0.7069,Medium,Medium,0.0005026411715417494,8.382024604658218e-05,0.9994135385824116,True
ES-005850,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 3,0.728,Low,Low,5.6215203160888294e-14,0.999976931068693,2.3068931250714675e-05,True
ES-002906,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 1,0.6503,Medium,Medium,0.3083839152703593,8.681444589177686e-09,0.6916160760481961,True
ES-003514,2026-02-01,Education Access Project,Education,Borno,Konduga,Konduga Site 2,0.7587,Low,Low,1.4546520079387379e-08,0.9040577155972921,0.09594226985618773,True
ES-007514,2026-02-01,WASH Resilience Initiative,WASH,Borno,Gwoza,Gwoza Site 1,0.6544,Medium,Medium,0.0037452290565605792,1.86470160465035e-05,0.996236123927393,True
ES-005818,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 2,0.8772,Low,Low,1.5103558342438433e-20,0.9999999977727836,2.2272163838839977e-09,True
ES-002938,2026-02-01,Livelihood Recovery Initiative,Livelihoods,Borno,Gwoza,Gwoza Site 2,0.6933,Low,Low,4.173264499093896e-07,0.7950766200844339,0.2049229625891163,True
